way_point.x,way_point.y,way_point.v,way_point.a
457190.954,4399695.953,12.54336939,2.851847314
457191.433,4399695.847,12.65653717,2.812339681
457191.912,4399695.739,12.76715491,2.773174467
457192.391,4399695.628,12.87530161,2.734338327
457192.869,4399695.515,12.98105171,2.695818663
457193.346,4399695.399,13.08447541,2.657603559
457193.822,4399695.281,13.185639,2.619681735
457194.299,4399695.161,13.28460515,2.582042493
457194.774,4399695.038,13.38143317,2.54467568
457195.249,4399694.913,13.47617927,2.507571647
457195.723,4399694.786,13.56889672,2.47072121
457196.197,4399694.656,13.65963612,2.434115625
457196.67,4399694.524,13.74844554,2.397746551
457197.142,4399694.389,13.8353707,2.361606029
457197.614,4399694.252,13.92045509,2.325686451
457198.085,4399694.113,14.00374017,2.289980544
457198.555,4399693.972,14.08526542,2.254481344
457199.024,4399693.828,14.16506854,2.219182178
457199.493,4399693.681,14.24318548,2.184076649
457199.961,4399693.533,14.31965061,2.149158613
457200.428,4399693.382,14.39449677,2.114422171
457200.895,4399693.228,14.46775534,2.07986165
457201.361,4399693.073,14.53945639,2.045471594
457201.826,4399692.915,14.60962867,2.011246745
457202.29,4399692.754,14.67829974,1.977182041
457202.753,4399692.592,14.74549601,1.943272596
457203.216,4399692.427,14.81124278,1.909513698
457203.677,4399692.259,14.87556433,1.875900795
457204.138,4399692.09,14.93848396,1.842429488
457204.598,4399691.918,15.00002404,1.809095522
457205.057,4399691.744,15.06020603,1.775894781
457205.516,4399691.567,15.11905055,1.742823277
457205.973,4399691.389,15.17657743,1.709877149
457206.429,4399691.208,15.2328057,1.677052649
457206.885,4399691.024,15.28775367,1.644346145
457207.34,4399690.839,15.34143894,1.611754107
457207.793,4399690.651,15.39387845,1.579273108
457208.246,4399690.461,15.44508847,1.546899817
457208.698,4399690.268,15.49508467,1.514630994
457209.149,4399690.074,15.54388212,1.482463487
457209.599,4399689.877,15.59149534,1.450394223
457210.048,4399689.677,15.63793826,1.418420213
457210.495,4399689.476,15.68322434,1.38653854
457210.942,4399689.272,15.72736649,1.354746359
457211.388,4399689.067,15.77037716,1.323040895
457211.833,4399688.859,15.81226833,1.291419437
457212.277,4399688.648,15.85305152,1.259879337
457212.719,4399688.436,15.89273781,1.228418004
457213.161,4399688.221,15.93133788,1.197032908
457213.602,4399688.004,15.968862,1.165721568
457214.041,4399687.785,16.00532003,1.134481559
457214.479,4399687.563,16.04072146,1.103310503
457214.917,4399687.34,16.07507543,1.072206069
457215.353,4399687.114,16.10839069,1.041165971
457215.788,4399686.886,16.14067568,1.010187967
457216.222,4399686.656,16.17193849,0.979269853
457216.654,4399686.424,16.20218687,0.948409467
457217.086,4399686.19,16.23142829,0.917604682
457217.516,4399685.953,16.25966988,0.886853408
457217.945,4399685.714,16.28691848,0.856153586
457218.373,4399685.474,16.31318066,0.825503191
457218.8,4399685.231,16.33846267,0.794900229
457219.226,4399684.985,16.36277051,0.764342734
457219.65,4399684.738,16.38610991,0.733828767
457220.073,4399684.489,16.40848632,0.703356415
457220.495,4399684.237,16.42990494,0.672923792
457220.915,4399683.984,16.45037072,0.642529033
457221.335,4399683.728,16.46988837,0.612170297
457221.753,4399683.47,16.48846234,0.581845762
457222.169,4399683.211,16.50609686,0.551553628
457222.585,4399682.949,16.52279591,0.521292112
457222.999,4399682.685,16.53856325,0.491059448
457223.411,4399682.419,16.55340241,0.460853888
457223.823,4399682.15,16.56731672,0.4306737
457224.233,4399681.88,16.58030925,0.400517162
457224.642,4399681.608,16.5923829,0.370382571
457225.049,4399681.334,16.60354032,0.340268231
457225.455,4399681.057,16.61378397,0.31017246
457225.859,4399680.779,16.6231161,0.280093587
457226.263,4399680.499,16.63153875,0.250029947
457226.664,4399680.216,16.63905376,0.219979887
457227.065,4399679.932,16.64566277,0.189941759
457227.464,4399679.646,16.65136721,0.159913922
457227.861,4399679.357,16.65616832,0.129894741
457228.257,4399679.067,16.66006714,0.099882587
457228.652,4399678.774,16.66306452,0.069875831
457229.045,4399678.48,16.66516111,0.03987285
457229.437,4399678.184,16.66635736,0.010310304
457229.827,4399677.886,16.66666667,0
457230.215,4399677.586,16.66666667,0
457230.603,4399677.283,16.66666667,0
457230.988,4399676.979,16.66666667,0
457231.372,4399676.673,16.66666667,0
457231.755,4399676.366,16.66666667,0
457232.136,4399676.056,16.66666667,0
457232.515,4399675.744,16.66666667,0
457232.893,4399675.431,16.66666667,0
457233.27,4399675.115,16.66666667,0
457233.644,4399674.798,16.66666667,0
457234.018,4399674.478,16.66666667,0
457234.389,4399674.157,16.66666667,0
457234.759,4399673.834,16.66666667,0
457235.127,4399673.51,16.66666667,0
457235.494,4399673.183,16.66666667,0
457235.859,4399672.855,16.66666667,0
457236.223,4399672.524,16.66666667,0
457236.584,4399672.192,16.66666667,0
457236.944,4399671.858,16.66666667,0
457237.303,4399671.523,16.66666667,0
457237.66,4399671.185,16.66666667,0
457238.015,4399670.846,16.66666667,0
457238.368,4399670.505,16.66666667,0
457238.72,4399670.162,16.66666667,0
457239.07,4399669.818,16.66666667,0
457239.418,4399669.471,16.66666667,0
457239.764,4399669.123,16.66666667,0
457240.109,4399668.774,16.66666667,0
457240.452,4399668.422,16.66666667,0
457240.793,4399668.069,16.66666667,0
457241.133,4399667.714,16.66666667,0
457241.47,4399667.358,16.66666667,0
457241.806,4399666.999,16.66666667,0
457242.14,4399666.639,16.66666667,0
457242.472,4399666.278,16.66666667,0
457242.803,4399665.914,16.66666667,0
457243.131,4399665.55,16.66666667,-0.010310304
457243.458,4399665.183,16.66635736,-0.03987285
457243.783,4399664.815,16.66516111,-0.069875831
457244.106,4399664.445,16.66306452,-0.099882587
457244.428,4399664.074,16.66006714,-0.129894741
457244.747,4399663.701,16.65616832,-0.159913922
457245.065,4399663.326,16.65136721,-0.189941759
457245.38,4399662.95,16.64566277,-0.219979887
457245.694,4399662.572,16.63905376,-0.250029947
457246.006,4399662.193,16.63153875,-0.280093587
457246.316,4399661.812,16.6231161,-0.31017246
457246.624,4399661.429,16.61378397,-0.340268231
457246.93,4399661.045,16.60354032,-0.370382571
457247.234,4399660.66,16.5923829,-0.400517162
457247.537,4399660.273,16.58030925,-0.4306737
457247.837,4399659.885,16.56731672,-0.460853888
457248.135,4399659.495,16.55340241,-0.491059448
457248.432,4399659.103,16.53856325,-0.521292112
457248.726,4399658.71,16.52279591,-0.551553628
457249.019,4399658.316,16.50609686,-0.581845762
457249.309,4399657.92,16.48846234,-0.612170297
457249.598,4399657.522,16.46988837,-0.642529033
457249.884,4399657.124,16.45037072,-0.672923792
457250.169,4399656.723,16.42990494,-0.703356415
457250.452,4399656.322,16.40848632,-0.733828767
457250.732,4399655.919,16.38610991,-0.764342734
457251.011,4399655.514,16.36277051,-0.794900229
457251.287,4399655.108,16.33846267,-0.825503191
457251.562,4399654.701,16.31318066,-0.856153586
457251.834,4399654.293,16.28691848,-0.886853408
457252.105,4399653.883,16.25966988,-0.917604682
457252.373,4399653.471,16.23142829,-0.948409467
457252.639,4399653.059,16.20218687,-0.979269853
457252.903,4399652.645,16.17193849,-1.010187967
457253.166,4399652.23,16.14067568,-1.041165971
457253.426,4399651.813,16.10839069,-1.072206069
457253.684,4399651.395,16.07507543,-1.103310503
457253.939,4399650.976,16.04072146,-1.134481559
457254.193,4399650.556,16.00532003,-1.165721568
457254.445,4399650.134,15.968862,-1.197032908
457254.695,4399649.711,15.93133788,-1.228418004
457254.942,4399649.287,15.89273781,-1.259879337
457255.187,4399648.862,15.85305152,-1.291419437
457255.43,4399648.435,15.81226833,-1.323040895
457255.672,4399648.007,15.77037716,-1.354746359
457255.91,4399647.578,15.72736649,-1.38653854
457256.147,4399647.148,15.68322434,-1.418420213
457256.382,4399646.716,15.63793826,-1.450394223
457256.614,4399646.284,15.59149534,-1.482463487
457256.845,4399645.85,15.54388212,-1.514630994
457257.073,4399645.415,15.49508467,-1.546899817
457257.299,4399644.979,15.44508847,-1.579273108
457257.522,4399644.542,15.39387845,-1.611754107
457257.744,4399644.104,15.34143894,-1.644346145
457257.963,4399643.664,15.28775367,-1.677052649
457258.18,4399643.224,15.2328057,-1.709877149
457258.395,4399642.783,15.17657743,-1.742823277
457258.608,4399642.34,15.11905055,-1.775894781
457258.819,4399641.896,15.06020603,-1.809095522
457259.027,4399641.452,15.00002404,-1.842429488
457259.233,4399641.006,14.93848396,-1.875900795
457259.437,4399640.559,14.87556433,-1.909513698
457259.639,4399640.111,14.81124278,-1.943272596
457259.838,4399639.663,14.74549601,-1.977182041
457260.035,4399639.213,14.67829974,-2.011246745
457260.23,4399638.762,14.60962867,-2.045471594
457260.423,4399638.31,14.53945639,-2.07986165
457260.613,4399637.858,14.46775534,-2.114422171
457260.801,4399637.404,14.39449677,-2.149158613
457260.987,4399636.949,14.31965061,-2.184076649
457261.17,4399636.494,14.24318548,-2.219182178
457261.352,4399636.038,14.16506854,-2.254481344
457261.531,4399635.58,14.08526542,-2.289980544
457261.707,4399635.122,14.00374017,-2.325686451
457261.882,4399634.663,13.92045509,-2.361606029
457262.054,4399634.203,13.8353707,-2.397746551
457262.224,4399633.742,13.74844554,-2.434115625
457262.391,4399633.281,13.65963612,-2.47072121
457262.556,4399632.818,13.56889672,-2.507571647
457262.719,4399632.355,13.47617927,-2.54467568
457262.88,4399631.891,13.38143317,-2.582042493
457263.038,4399631.426,13.28460515,-2.619681735
457263.194,4399630.96,13.185639,-2.657603559
457263.347,4399630.494,13.08447541,-2.695818663
457263.499,4399630.027,12.98105171,-2.734338327
457263.648,4399629.559,12.87530161,-2.773174467
457263.794,4399629.09,12.76715491,-2.812339681
457263.938,4399628.621,12.65653717,-2.851847314
457264.08,4399628.15,12.54336939,-2.891711514
457264.22,4399627.68,12.42756754,-2.93194731
457264.357,4399627.208,12.30904221,-2.971620728
457264.492,4399626.736,12.18773682,-2.959910961
457264.624,4399626.263,12.06569448,-2.91847003
457264.754,4399625.789,11.9441399,-2.876607362
457264.882,4399625.315,11.82310598,-2.834316151
457265.007,4399624.84,11.70262716,-2.791589559
457265.13,4399624.365,11.58273958,-2.748420736
457265.251,4399623.889,11.46348106,-2.704802827
457265.369,4399623.412,11.34489124,-2.66072899
457265.485,4399622.935,11.22701161,-2.616192413
457265.598,4399622.457,11.1098856,-2.571186332
457265.709,4399621.979,10.99355866,-2.525704053
457265.818,4399621.5,10.87807831,-2.47973897
457265.924,4399621.021,10.76349423,-2.433284595
457266.028,4399620.541,10.64985831,-2.386334584
457266.129,4399620.06,10.53722476,-2.338882764
457266.228,4399619.579,10.42565013,-2.290923168
457266.325,4399619.098,10.31519339,-2.24245007
457266.419,4399618.616,10.205916,-2.193458021
457266.511,4399618.133,10.09788194,-2.14394189
457266.6,4399617.65,9.991157774,-2.093896912
457266.687,4399617.167,9.885812678,-2.04331873
457266.772,4399616.683,9.781918463,-1.992203447
457266.854,4399616.199,9.679549593,-1.94054768
457266.934,4399615.715,9.578783187,-1.888348617
457267.011,4399615.23,9.479699007,-1.835604076
457267.086,4399614.744,9.382379421,-1.782312566
457267.158,4399614.259,9.286909356,-1.728473354
457267.228,4399613.773,9.193376223,-1.674086533
457267.296,4399613.286,9.101869823,-1.619153088
457267.361,4399612.8,9.012482221,-1.563674972
457267.424,4399612.312,8.925307594,-1.507655175
457267.484,4399611.825,8.840442051,-1.451097795
457267.542,4399611.337,8.757983415,-1.394008114
457267.597,4399610.85,8.678030972,-1.336392663
457267.65,4399610.361,8.600685188,-1.278259298
457267.7,4399609.873,8.526047384,-1.219617255
457267.749,4399609.384,8.454219373,-1.160477218
457267.794,4399608.895,8.385303065,-1.100851367
457267.837,4399608.406,8.319400024,-1.04075343
457267.878,4399607.917,8.256611002,-0.980198716
457267.916,4399607.427,8.19703543,-0.919204145
457267.952,4399606.937,8.140770882,-0.857788263
457267.985,4399606.447,8.087912515,-0.795971247
457268.016,4399605.957,8.038552479,-0.733774893
457268.045,4399605.467,7.992779328,-0.671222589
457268.071,4399604.977,7.950677404,-0.608339274
457268.094,4399604.486,7.912326239,-0.545151377
457268.116,4399603.995,7.87779995,-0.481686745
457268.134,4399603.505,7.847166664,-0.417974548
457268.15,4399603.014,7.820487964,-0.354045169
457268.164,4399602.523,7.79781837,-0.289930079
457268.175,4399602.032,7.779204874,-0.225661699
457268.184,4399601.541,7.76468652,-0.161273246
457268.191,4399601.05,7.754294056,-0.096798568
457268.195,4399600.559,7.748049652,-0.032271968
457268.196,4399600.068,7.745966692,0
457268.196,4399599.569,7.745966692,0
457268.196,4399599.069,7.745966692,0
457268.196,4399598.569,7.745966692,0
457268.196,4399598.069,7.745966692,0
457268.196,4399597.569,7.745966692,0
457268.196,4399597.069,7.745966692,0
457268.196,4399596.569,7.745966692,0
457268.196,4399596.069,7.745966692,0
457268.196,4399595.569,7.745966692,0
457268.196,4399595.069,7.745966692,0
457268.196,4399594.569,7.745966692,0
457268.196,4399594.069,7.745966692,0
457268.196,4399593.569,7.745966692,0
457268.196,4399593.069,7.745966692,0
457268.196,4399592.569,7.745966692,0
457268.196,4399592.069,7.745966692,0
457268.196,4399591.569,7.745966692,0
457268.196,4399591.069,7.745966692,0
457268.196,4399590.569,7.745966692,0
457268.196,4399590.069,7.745966692,0
457268.196,4399589.569,7.745966692,0
457268.196,4399589.069,7.745966692,0
457268.196,4399588.569,7.745966692,0
457268.196,4399588.069,7.745966692,0
457268.196,4399587.569,7.745966692,-0.003842661
457268.196,4399587.069,7.745718649,-0.054554801
457268.196,4399586.569,7.742196396,-0.119141775
457268.196,4399586.069,7.734498601,-0.183793081
457268.196,4399585.569,7.722608615,-0.248544008
457268.196,4399585.069,7.706500574,-0.313430389
457268.196,4399584.569,7.68613915,-0.378488805
457268.196,4399584.069,7.661479209,-0.443756803
457268.196,4399583.569,7.632465364,-0.509273124
457268.196,4399583.069,7.599031414,-0.575077959
457268.196,4399582.569,7.561099654,-0.641213218
457268.196,4399582.069,7.518580047,-0.707722843
457268.196,4399581.569,7.471369224,-0.774653144
457268.196,4399581.069,7.4193493,-0.79838267
457268.196,4399580.569,7.365346461,-0.733114888
457268.196,4399580.069,7.315406685,-0.664771804
457268.196,4399579.569,7.26982582,-0.596000599
457268.196,4399579.069,7.228715948,-0.526838652
457268.196,4399578.569,7.192180916,-0.457325707
457268.196,4399578.069,7.160315274,-0.387503711
457268.196,4399577.569,7.133203278,-0.317416599
457268.196,4399577.069,7.11091795,-0.24711006
457268.196,4399576.569,7.093520259,-0.176631265
457268.196,4399576.069,7.081058399,-0.106028566
457268.196,4399575.569,7.073567223,-0.035351174
457268.196,4399575.069,7.071067812,0
457268.196,4399574.569,7.071067812,0
457268.196,4399574.069,7.071067812,0
457268.196,4399573.569,7.071067812,0
457268.196,4399573.069,7.071067812,0
457268.196,4399572.569,7.071067812,0
457268.196,4399572.069,7.071067812,0
457268.196,4399571.569,7.071067812,0
457268.196,4399571.069,7.071067812,0
457268.196,4399570.569,7.071067812,0
457268.196,4399570.069,7.071067812,0
457268.188,4399569.649,7.071067812,0
457268.159,4399569.24,7.071067812,0
457268.11,4399568.832,7.071067812,0
457268.04,4399568.427,7.071067812,0
457267.951,4399568.027,7.071067812,0
457267.841,4399567.631,7.071067812,0
457267.712,4399567.241,7.071067812,0
457267.563,4399566.858,7.071067812,0
457267.396,4399566.483,7.071067812,0
457267.21,4399566.117,7.071067812,0
457267.006,4399565.761,7.071067812,0
457266.784,4399565.415,7.071067812,0
457266.545,4399565.081,7.071067812,0
457266.29,4399564.759,7.071067812,0
457266.019,4399564.45,7.071067812,0
457265.733,4399564.156,7.071067812,0
457265.433,4399563.876,7.071067812,0
457265.119,4399563.611,7.071067812,0
457264.792,4399563.362,7.071067812,0
457264.453,4399563.13,7.071067812,0
457264.103,4399562.916,7.071067812,0
457263.743,4399562.719,7.071067812,0
457263.373,4399562.54,7.071067812,0
457262.995,4399562.38,7.071067812,0
457262.609,4399562.239,7.071067812,0
457262.217,4399562.118,7.071067812,0
457261.819,4399562.016,7.071067812,0
457261.416,4399561.934,7.071067812,0
457261.01,4399561.873,7.071067812,0
457260.602,4399561.832,7.071067812,0
457260.192,4399561.812,7.071067812,0
457259.736,4399561.809,7.071067812,0
457259.236,4399561.809,7.071067812,0
457258.736,4399561.809,7.071067812,0
457258.236,4399561.809,7.071067812,0
457257.736,4399561.809,7.071067812,0
457257.236,4399561.809,7.071067812,0
457256.736,4399561.809,7.071067812,0
457256.236,4399561.809,7.071067812,0
457255.736,4399561.809,7.071067812,0
457255.236,4399561.809,7.071067812,0
457254.736,4399561.809,7.071067812,0
457254.236,4399561.809,7.071067812,0
457253.736,4399561.809,7.071067812,0
457253.236,4399561.809,7.071067812,0
457252.736,4399561.809,7.071067812,0
457252.236,4399561.809,7.071067812,0
457251.736,4399561.809,7.071067812,0
457251.236,4399561.809,7.071067812,0
457250.736,4399561.809,7.071067812,0
457250.236,4399561.809,7.071067812,0
457249.736,4399561.809,7.071067812,0
457249.236,4399561.809,7.071067812,0
457248.736,4399561.809,7.071067812,0
457248.236,4399561.809,7.071067812,0
457247.736,4399561.809,7.071067812,0
457247.236,4399561.809,7.071067812,0
457246.736,4399561.809,7.071067812,0
457246.236,4399561.809,7.071067812,0
457245.736,4399561.809,7.071067812,0
457245.236,4399561.809,7.071067812,0
457244.736,4399561.809,7.071067812,0
457244.236,4399561.809,7.071067812,0
457243.736,4399561.809,7.071067812,0
457243.236,4399561.809,7.071067812,0
457242.736,4399561.809,7.071067812,0
457242.236,4399561.809,7.071067812,0
457241.736,4399561.809,7.071067812,0
457241.236,4399561.809,7.071067812,-0.030866622
457240.736,4399561.809,7.068885002,-0.101454969
457240.236,4399561.809,7.061705615,-0.17226784
457239.736,4399561.809,7.049498463,-0.243203465
457239.236,4399561.809,7.032228638,-0.314313485
457238.736,4399561.809,7.009846293,-0.385650809
457238.236,4399561.809,6.982285994,-0.457270033
457237.736,4399561.809,6.949465868,-0.529227883
457237.236,4399561.809,6.9112865,-0.601583717
457236.736,4399561.809,6.867629554,-0.674400077
457236.236,4399561.809,6.818356066,-0.747743326
457235.736,4399561.809,6.763304359,-0.82168437
457235.236,4399561.809,6.702287487,-0.896299508
457234.736,4399561.809,6.635090128,-0.971671434
457234.236,4399561.809,6.561464777,-1.047890422
457233.736,4399561.809,6.481127086,-1.125055772
457233.236,4399561.809,6.393750102,-1.203277551
457232.736,4399561.809,6.298957125,-1.282678765
457232.236,4399561.809,6.196312747,-1.363398055
457231.736,4399561.809,6.085311514,-1.445593123
457231.236,4399561.809,5.965363421,-1.529445122
457230.736,4399561.809,5.83577507,-1.615164403
457230.236,4399561.809,5.695724867,-1.702998132
457229.736,4399561.809,5.544229743,-1.793240629
457229.236,4399561.809,5.380099625,-1.886247704
457228.736,4399561.809,5.201873649,-1.982457067
457228.236,4399561.809,5.0077283,-2.082418323
457227.736,4399561.809,4.795340719,-2.110249673
457227.236,4399561.809,4.569974702,-2.003264303
457226.736,4399561.809,4.345219552,-1.888100797
457226.236,4399561.809,4.12217338,-1.766702124
457225.736,4399561.809,3.901927827,-1.638449674
457225.236,4399561.809,3.685914447,-1.5026842
457224.736,4399561.809,3.476003226,-1.35873134
457224.236,4399561.809,3.274619026,-1.205950131
457223.736,4399561.809,3.084865741,-1.04381579
457223.236,4399561.809,2.910630815,-0.872047924
457222.736,4399561.809,2.75661443,-0.690787358
457222.236,4399561.809,2.628192539,-0.500801728
457221.736,4399561.809,2.531004595,-0.30365984
457221.236,4399561.809,2.470206107,-0.101775154
457220.736,4399561.809,2.449489743,0
457220.236,4399561.809,2.449489743,0
457219.736,4399561.809,2.449489743,0
457219.236,4399561.809,2.449489743,0
457218.736,4399561.809,2.449489743,0
457218.236,4399561.809,2.449489743,0
457217.736,4399561.809,2.449489743,0
457217.236,4399561.809,2.449489743,0
457216.736,4399561.809,2.449489743,0
457216.236,4399561.809,2.449489743,0
457215.736,4399561.809,2.449489743,0
457215.236,4399561.809,2.449489743,0
457214.736,4399561.809,2.449489743,0
457214.236,4399561.809,2.449489743,0
457213.736,4399561.809,2.449489743,0
457213.236,4399561.809,2.449489743,0
457212.736,4399561.809,2.449489743,0
457212.236,4399561.809,2.449489743,0
457211.736,4399561.809,2.449489743,0
457211.236,4399561.809,2.449489743,0
457210.736,4399561.809,2.449489743,0
457210.236,4399561.809,2.449489743,0
457209.781,4399561.812,2.449489743,0
457209.371,4399561.832,2.449489743,0
457208.962,4399561.873,2.449489743,0
457208.556,4399561.934,2.449489743,0
457208.154,4399562.016,2.449489743,0
457207.756,4399562.118,2.449489743,0
457207.363,4399562.239,2.449489743,0
457206.978,4399562.38,2.449489743,0
457206.599,4399562.54,2.449489743,0
457206.23,4399562.719,2.449489743,0
457205.869,4399562.916,2.449489743,0
457205.519,4399563.13,2.449489743,0
457205.18,4399563.362,2.449489743,0
457204.854,4399563.611,2.449489743,0
457204.54,4399563.876,2.449489743,0
457204.239,4399564.156,2.449489743,0
457203.953,4399564.45,2.449489743,0
457203.682,4399564.759,2.449489743,0
457203.427,4399565.081,2.449489743,0
457203.189,4399565.415,2.449489743,0
457202.967,4399565.761,2.449489743,0
457202.763,4399566.117,2.449489743,0
457202.577,4399566.483,2.449489743,0
457202.409,4399566.858,2.449489743,0
457202.261,4399567.241,2.449489743,0
457202.131,4399567.631,2.449489743,0
457202.022,4399568.027,2.449489743,0
457201.932,4399568.427,2.449489743,0
457201.863,4399568.832,2.449489743,0
457201.813,4399569.24,2.449489743,0
457201.785,4399569.649,2.449489743,0
457201.776,4399570.069,2.449489743,0
457201.776,4399570.569,2.449489743,0
457201.776,4399571.069,2.449489743,0
457201.776,4399571.569,2.449489743,0
457201.776,4399572.069,2.449489743,0
457201.776,4399572.569,2.449489743,0
457201.776,4399573.069,2.449489743,0
457201.776,4399573.569,2.449489743,0
457201.776,4399574.069,2.449489743,0
457201.776,4399574.569,2.449489743,0
457201.776,4399575.069,2.449489743,0
457201.776,4399575.569,2.449489743,0.101775154
457201.776,4399576.069,2.470206107,0.30365984
457201.776,4399576.569,2.531004595,0.500801728
457201.776,4399577.069,2.628192539,0.681400172
457201.776,4399577.569,2.754875303,0.611268922
457201.776,4399578.069,2.863570157,0.436259808
457201.776,4399578.569,2.938694027,0.265799868
457201.776,4399579.069,2.983539791,0.09794068
457201.776,4399579.569,2.999895721,0.000625671
457201.776,4399580.069,3,0
457201.776,4399580.569,3,0
457201.776,4399581.069,3,0
457201.776,4399581.569,3,0
457201.776,4399582.069,3,0
457201.776,4399582.569,3,0
457201.776,4399583.069,3,0
457201.776,4399583.569,3,0
457201.776,4399584.069,3,0
457201.776,4399584.569,3,0
457201.776,4399585.069,3,0
457201.776,4399585.569,3,0
457201.776,4399586.069,3,0
457201.776,4399586.569,3,0
457201.776,4399587.069,3,0
457201.776,4399587.569,3,0
457201.776,4399588.069,3,0
457201.776,4399588.569,3,0
457201.776,4399589.069,3,0
457201.776,4399589.569,3,0
457201.776,4399590.069,3,0
457201.776,4399590.569,3,0
457201.776,4399591.069,3,0
457201.776,4399591.569,3,0
457201.776,4399592.069,3,0
457201.776,4399592.569,3,0
457201.776,4399593.069,3,0
457201.776,4399593.569,3,0
457201.776,4399594.069,3,0
457201.776,4399594.569,3,0
457201.776,4399595.069,3,0
457201.776,4399595.569,3,0
457201.776,4399596.069,3,0
457201.776,4399596.569,3,0
457201.776,4399597.069,3,0
457201.776,4399597.569,3,0
457201.776,4399598.069,3,0
457201.776,4399598.569,3,0
457201.776,4399599.069,3,0
457201.776,4399599.569,3,0
457201.776,4399600.075,3,0
457201.765,4399600.634,3,0
457201.735,4399601.193,3,0
457201.687,4399601.75,3,0
457201.62,4399602.306,3,0
457201.534,4399602.859,3,0
457201.43,4399603.408,3,0
457201.308,4399603.954,3,0
457201.168,4399604.496,3,0
457201.01,4399605.033,3,0
457200.834,4399605.564,3,0
457200.64,4399606.089,3,0
457200.429,4399606.607,3,0
457200.201,4399607.118,3,0
457199.956,4399607.621,3,0
457199.694,4399608.115,3,0
457199.416,4399608.601,3,0
457199.122,4399609.077,3,0
457198.812,4399609.542,3,0
457198.487,4399609.998,3,0
457198.147,4399610.442,3,0
457197.792,4399610.875,3,0
457197.423,4399611.295,3,0
457197.041,4399611.703,3,0
457196.644,4399612.098,3,0
457196.235,4399612.48,3,0
457195.814,4399612.848,3,0
457195.38,4399613.201,3,0
457194.935,4399613.54,3,0
457194.479,4399613.864,3,0
457194.012,4399614.172,3,0
457193.535,4399614.465,3,0
457193.049,4399614.742,3,0
457192.553,4399615.002,3,0
457192.05,4399615.246,3,0
457191.538,4399615.473,3,0
457191.02,4399615.682,3,0
