-8.2775400000 ,0.5676860000 ,P1
-7.9281900000 ,0.5628340000 ,
-7.5788500000 ,0.5531300000 ,
-7.2295000000 ,0.5337210000 ,
-6.8801600000 ,0.5191650000 ,
-6.5308100000 ,0.5046090000 ,
-6.1814700000 ,0.4900530000 ,
-5.8321200000 ,0.4754970000 ,
-5.4827800000 ,0.4609410000 ,
-5.1334300000 ,0.4415330000 ,
-4.7840900000 ,0.4269770000 ,
-4.4347400000 ,0.4124210000 ,
-4.0854000000 ,0.3978650000 ,
-3.7360500000 ,0.3833090000 ,
-3.3867100000 ,0.3687530000 ,
-3.0373600000 ,0.3541970000 ,
-2.6880200000 ,0.3396410000 ,
-2.3386700000 ,0.3250850000 ,
-1.9893300000 ,0.3056770000 ,
-1.6399800000 ,0.2911210000 ,
-1.2906400000 ,0.2765650000 ,
-0.9412910000 ,0.2620090000 ,
-0.5919460000 ,0.2474530000 ,
-0.2426010000 ,0.2328970000 ,
0.1067440000 ,0.2183410000 ,
0.4560890000 ,0.2037850000 ,
0.8054340000 ,0.1843770000 ,
1.1547800000 ,0.1698200000 ,
1.5041200000 ,0.1552640000 ,
1.8534700000 ,0.1358560000 ,
2.2028100000 ,0.1213000000 ,
2.5521600000 ,0.1067440000 ,
2.9015000000 ,0.0921883000 ,
3.2508500000 ,0.0776322000 ,
3.6001900000 ,0.0630762000 ,
3.9495400000 ,0.0485201000 ,
4.2988800000 ,0.0339641000 ,
4.6482300000 ,0.0194081000 ,
4.9975700000 ,0.0048520100 ,
5.3469200000 ,-0.0097040300 ,
5.6962600000 ,-0.0291121000 ,
6.0456100000 ,-0.0436681000 ,
6.3949500000 ,-0.0582242000 ,
6.7443000000 ,-0.0727802000 ,
7.0936400000 ,-0.0873362000 ,
7.4429900000 ,-0.1018920000 ,
7.7923300000 ,-0.1213000000 ,
8.1416800000 ,-0.1358560000 ,
8.4910200000 ,-0.1504120000 ,
8.8403700000 ,-0.1649680000 ,
9.1897100000 ,-0.1795250000 ,
9.5390600000 ,-0.1940810000 ,
9.8884000000 ,-0.2086370000 ,
10.2377000000 ,-0.2231930000 ,
10.5871000000 ,-0.2377490000 ,
10.9364000000 ,-0.2571570000 ,
11.2858000000 ,-0.2717130000 ,
11.6351000000 ,-0.2862690000 ,
11.9845000000 ,-0.3008250000 ,
12.3338000000 ,-0.3153810000 ,
12.6832000000 ,-0.3299370000 ,
13.0325000000 ,-0.3444930000 ,
13.3819000000 ,-0.3639010000 ,
13.7312000000 ,-0.3784570000 ,
14.0805000000 ,-0.3930130000 ,
14.4299000000 ,-0.4075690000 ,
14.7792000000 ,-0.4221250000 ,
15.1286000000 ,-0.4415330000 ,
15.4779000000 ,-0.4560890000 ,P2
15.8273000000 ,-0.4609410000 ,
16.1766000000 ,-0.4269770000 ,
16.5114000000 ,-0.3250850000 ,
16.8025000000 ,-0.1407080000 ,
17.0306000000 ,0.1213000000 ,
17.2004000000 ,0.4318290000 ,P3
17.3411000000 ,0.7569140000 ,
17.4818000000 ,1.0771500000 ,
17.6274000000 ,1.3925300000 ,
17.7778000000 ,1.7079100000 ,
17.9233000000 ,2.0281400000 ,
18.0689000000 ,2.3483700000 ,
18.2193000000 ,2.6637600000 ,
18.3697000000 ,2.9791400000 ,
18.5153000000 ,3.2993700000 ,
18.6657000000 ,3.6147500000 ,
18.8113000000 ,3.9301300000 ,
18.9617000000 ,4.2406600000 ,
19.1072000000 ,4.5608900000 ,
19.2528000000 ,4.8811300000 ,
19.4032000000 ,5.1916500000 ,
19.5536000000 ,5.5070400000 ,
19.7040000000 ,5.8224200000 ,
19.8496000000 ,6.1378000000 ,
19.9951000000 ,6.4580300000 ,
20.1407000000 ,6.7734100000 ,P4
20.2766000000 ,7.0985000000 ,
20.4027000000 ,7.4235800000 ,
20.5240000000 ,7.7535200000 ,
20.6356000000 ,8.0834500000 ,
20.7424000000 ,8.4182400000 ,
20.8345000000 ,8.7578800000 ,
20.9170000000 ,9.0975300000 ,
20.9850000000 ,9.4420200000 ,
21.0286000000 ,9.7865100000 ,
21.0577000000 ,10.1359000000 ,
21.0674000000 ,10.4852000000 ,
21.0432000000 ,10.8345000000 ,
20.9801000000 ,11.1790000000 ,
20.8734000000 ,11.5138000000 ,
20.7181000000 ,11.8292000000 ,
20.5143000000 ,12.1106000000 ,
20.2669000000 ,12.3532000000 ,
19.9854000000 ,12.5570000000 ,
19.6701000000 ,12.7123000000 ,
19.3401000000 ,12.8190000000 ,
18.9956000000 ,12.8869000000 ,
18.6463000000 ,12.9209000000 ,P5
18.2969000000 ,12.9403000000 ,
17.9476000000 ,12.9549000000 ,
17.5983000000 ,12.9743000000 ,
17.2489000000 ,12.9937000000 ,
16.8996000000 ,13.0082000000 ,
16.5502000000 ,13.0277000000 ,
16.2009000000 ,13.0471000000 ,
15.8515000000 ,13.0616000000 ,
15.5022000000 ,13.0762000000 ,
15.1528000000 ,13.0956000000 ,
14.8035000000 ,13.1101000000 ,
14.4541000000 ,13.1295000000 ,
14.1048000000 ,13.1441000000 ,
13.7555000000 ,13.1587000000 ,
13.4061000000 ,13.1781000000 ,
13.0568000000 ,13.1975000000 ,
12.7074000000 ,13.2120000000 ,
12.3581000000 ,13.2314000000 ,
12.0087000000 ,13.2460000000 ,
11.6594000000 ,13.2606000000 ,
11.3100000000 ,13.2800000000 ,
10.9607000000 ,13.2945000000 ,
10.6114000000 ,13.3091000000 ,
10.2620000000 ,13.3285000000 ,
9.9126600000 ,13.3430000000 ,
9.5633200000 ,13.3624000000 ,
9.2139700000 ,13.3770000000 ,
8.8646300000 ,13.3964000000 ,
8.5152800000 ,13.4110000000 ,
8.1659400000 ,13.4255000000 ,
7.8165900000 ,13.4401000000 ,
7.4672500000 ,13.4595000000 ,
7.1179000000 ,13.4740000000 ,
6.7685600000 ,13.4886000000 ,
6.4192100000 ,13.5032000000 ,
6.0698700000 ,13.5226000000 ,
5.7205200000 ,13.5420000000 ,
5.3711800000 ,13.5565000000 ,
5.0218300000 ,13.5711000000 ,
4.6724900000 ,13.5905000000 ,
4.3231400000 ,13.6050000000 ,
3.9738000000 ,13.6196000000 ,
3.6244500000 ,13.6342000000 ,
3.2751100000 ,13.6536000000 ,
2.9257600000 ,13.6681000000 ,
2.5764200000 ,13.6875000000 ,
2.2270700000 ,13.7021000000 ,
1.8777300000 ,13.7215000000 ,
1.5283800000 ,13.7361000000 ,
1.1790400000 ,13.7506000000 ,
0.8296940000 ,13.7652000000 ,
0.4803490000 ,13.7846000000 ,
0.1310040000 ,13.7991000000 ,
-0.2183410000 ,13.8137000000 ,
-0.5676860000 ,13.8331000000 ,
-0.9170310000 ,13.8476000000 ,
-1.2663800000 ,13.8622000000 ,
-1.6157200000 ,13.8816000000 ,
-1.9650700000 ,13.8962000000 ,
-2.3144100000 ,13.9156000000 ,
-2.6637600000 ,13.9301000000 ,
-3.0131000000 ,13.9447000000 ,
-3.3624500000 ,13.9641000000 ,
-3.7117900000 ,13.9787000000 ,
-4.0611400000 ,13.9932000000 ,
-4.4104800000 ,14.0126000000 ,
-4.7598300000 ,14.0272000000 ,
-5.1091700000 ,14.0417000000 ,
-5.4585200000 ,14.0611000000 ,
-5.8078600000 ,14.0757000000 ,
-6.1572100000 ,14.0902000000 ,
-6.5065500000 ,14.1048000000 ,
-6.8559000000 ,14.1242000000 ,
-7.2052400000 ,14.1436000000 ,
-7.5545900000 ,14.1582000000 ,
-7.9039300000 ,14.1727000000 ,
-8.2532800000 ,14.1873000000 ,
-8.6026200000 ,14.2018000000 ,
-8.9519700000 ,14.2261000000 ,
-9.3013100000 ,14.2552000000 ,
-9.6555100000 ,14.2698000000 ,P6
-10.0097000000 ,14.2504000000 ,
-10.3396000000 ,14.1582000000 ,
-10.6065000000 ,13.9641000000 ,
-10.7666000000 ,13.6778000000 ,
-10.8103000000 ,13.3333000000 ,P7
-10.7860000000 ,12.9743000000 ,
-10.7472000000 ,12.6201000000 ,
-10.7181000000 ,12.2707000000 ,
-10.6890000000 ,11.9214000000 ,
-10.6599000000 ,11.5721000000 ,
-10.6308000000 ,11.2227000000 ,
-10.6016000000 ,10.8734000000 ,
-10.5725000000 ,10.5240000000 ,
-10.5434000000 ,10.1747000000 ,
-10.5143000000 ,9.8253300000 ,
-10.4852000000 ,9.4226100000 ,
-10.4512000000 ,9.0732700000 ,
-10.4221000000 ,8.7239200000 ,
-10.3930000000 ,8.3745800000 ,
-10.3590000000 ,8.0252300000 ,
-10.3299000000 ,7.6758900000 ,
-10.3008000000 ,7.3265400000 ,
-10.2669000000 ,6.9772000000 ,
-10.2377000000 ,6.6278500000 ,
-10.2086000000 ,6.2785100000 ,
-10.1795000000 ,5.9291600000 ,
-10.1456000000 ,5.5798200000 ,
-10.1116000000 ,5.2304700000 ,
-10.0776000000 ,4.8811300000 ,
-10.0437000000 ,4.5317800000 ,
-10.0097000000 ,4.1824400000 ,
-9.9757400000 ,3.8330900000 ,
-9.9417800000 ,3.4837500000 ,
-9.9029600000 ,3.1392500000 ,
-9.8641400000 ,2.7947600000 ,
-9.8253300000 ,2.4502700000 ,
-9.7865100000 ,2.1057700000 ,P8
-9.7331400000 ,1.7612800000 ,
-9.6409500000 ,1.4216400000 ,
-9.4856900000 ,1.1062600000 ,
-9.2576400000 ,0.8539540000 ,
-8.9665200000 ,0.6841340000 ,
-8.6268800000 ,0.5967980000 ,
